Env,Pop,Family,Position,Treatment,Lat,Long,Pair,GH,GH_Block,Roof_Block,Germ,Germ_JD,Hypocotyl(mm),Cotyledon(mm),LeafNum,Date_of_1Meas,Harvest Julian Day,Flowering Time,StemWidth,PlantHeight,NodeNum,Late,Broken,Sex,Dry Biomass,Flower Color,485,530,590,IsBlank,Soy Germ,Stem Colour
Natural,Pekin,150,3682,Water,40.57469501,-89.65567603,12,2,D,7,6,187,28.13,9.56,49,205,270,228,10.47,72,23,0,0,F,18.07,3,1358,1198,2234,0,na,2
Agricultural,Nunemaker,157,3683,Control,38.988681,-95.215847,16,2,D,7,6,187,13.87,10.27,85,205,270,235,10.64,69.8,31,0,0,F,,0,2260,1658,2877,0,na,
Natural,MarkTwain,87,3684,Control,39.46407096,-91.68243396,10,1,F,7,6,187,38.42,6.29,31,205,270,235,9.58,87.4,25,0,0,F,16.6,1,3290,2868,5193,0,na,1
Natural,Blanchard,37,3685,Soy,41.03727398,-83.81345096,2,1,C,7,6,187,23.81,6.76,28,207,270,231,10.31,77,24,0,0,M,6.432,1,1172,1285,1997,0,na,1
Agricultural,Greenup,8,3686,Soy,39.305104,-88.139778,4,1,A,7,6,187,26.03,11.88,54,207,270,226,8.57,72.1,27,0,0,M,9.093,1,1405,1272,2177,0,na,1
Agricultural,Mccombe,38,3687,Water,41.06360497,-83.78943597,2,1,C,7,7,188,14.14,8.76,41,207,270,252,9.01,134,40,0,0,F,18.382,1,920,970,1568,0,na,1
Natural,Kakanee,27,3688,Control,41.15132703,-87.89857297,14,1,B,7,,FALSE,20.07,3.08,2,207,270,261,0.45,3,6,0,0,NA,,*,30,78,66,1,na,0
Agricultural,Hernan,120,3689,Soy,38.63920603,-91.51230698,9,2,W,7,7,188,23.51,12.98,51,207,270,231,11.01,77,27,0,0,M,10.904,0,1584,1384,2600,0,na,1
Natural,Pontiac,151,3690,Control,40.87326997,-88.62446599,13,2,D,7,6,187,23.09,10.27,72,207,270,224,10.28,68,27,0,0,M,,1,1825,1701,2939,0,na,0
Agricultural,Hernan,52,3691,Control,38.63920603,-91.51230698,9,1,D,7,,FALSE,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,32,76,65,1,na,
Natural,Lawrence,158,3692,Soy,38.927036,-95.241462,17,2,D,7,7,188,17.3,12.26,47,207,270,247,11.35,76.5,25,0,0,F,18.08,*,1511,1395,2450,0,na,
Agricultural,Greenup,8,3693,Control,39.305104,-88.139778,4,1,A,7,5,186,26.01,9.62,39,205,270,219,0.29,43.6,20,0,0,M,11.5,1,2545,2051,3868,0,na,0
Natural,Pontiac,25,3694,Control,40.87326997,-88.62446599,13,1,B,7,5,186,27.26,9.84,48,205,270,221,9.96,54,17,0,0,M,7.48,0,2251,1938,3372,0,na,0
Natural,Knox,97,3695,Soy,41.31732501,-86.746256,15,1,G,7,6,187,18.74,8.65,32,205,270,228,5.96,62.1,25,0,0,F,7.4,2,2409,2208,3791,0,na,1
Natural,FoxRidge,177,3696,Control,39.393248,-88.163216,4,2,F,7,,FALSE,,,,205,270,NA,NA,NA,NA,0,0,NA,,*,39,94,81,1,na,
Natural,Pontoon,79,3697,Water,38.699066,-90.068054,6,1,E,7,6,187,30.88,10.88,33,207,270,231,6.57,70,19,0,0,M,2.624,2,1022,1099,1925,0,na,0
Agricultural,Nunemaker,184,3698,Control,38.988681,-95.215847,16,2,F,7,6,187,33.55,10.68,44,207,270,235,7.98,79.1,28,0,0,F,9.675,1,1439,1624,2333,0,na,1
Natural,Gascondale,85,3699,Control,38.66783702,-91.55559699,9,1,F,7,6,187,28.75,6.76,24,207,270,235,8.69,95.8,24,0,0,F,14.184,0,1299,1196,1945,0,na,0
Natural,Lawrence,173,3700,Water,38.927036,-95.241462,17,2,E,7,8,189,37.76,4.97,15,207,270,NA,NA,NA,NA,0,0,NA,,*,26,67,57,1,na,
Natural,Kansas,171,3701,Water,39.001464,-95.239938,16,2,E,7,10,191,35.6,13.85,29,207,270,NA,NA,NA,NA,0,0,NA,,*,25,64,54,1,na,
Agricultural,Nunemaker,172,3702,Soy,38.988681,-95.215847,16,2,F,7,7,188,25.69,10.8,46,207,270,261,9.34,63,28,0,1,M,,0,1413,1287,2190,0,na,
Agricultural,Jackson,88,3703,Control,39.463458,-91.98047097,10,1,F,7,9,190,26.68,12.89,34,207,270,233,8.43,63,27,0,0,F,16.223,1,876,876,1345,0,na,1
Natural,MarkTwain,53,3704,Soy,39.46407096,-91.68243396,10,1,D,7,5,186,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,26,63,54,1,na,
Agricultural,Mccombe,138,3705,Soy,41.06360497,-83.78943597,2,2,C,7,,FALSE,,,,205,270,NA,NA,NA,NA,0,0,NA,,*,27,65,57,1,na,
Agricultural,Jackson,54,3706,Water,39.463458,-91.98047097,10,1,D,7,6,187,21.63,10.81,50,205,270,228,11.02,71,24,0,0,F,19.91,3,1475,962,1831,0,na,1
Natural,Gascondale,51,3707,Control,38.66783702,-91.55559699,9,1,D,7,5,186,28.68,8.37,42,205,270,231,10.31,59,21,0,0,M,,0,1290,1194,1467,0,na,
Natural,Maume,175,3708,Soy,41.55656599,-83.66247503,1,2,F,7,7,188,35.85,6.49,28,205,270,219,5.13,49.8,15,0,0,F,5.62,2,756,778,1179,0,na,1
Agricultural,Chesterfield,48,3709,Control,38.66890403,-90.63545798,7,1,D,7,7,188,18.03,8.72,46,207,270,233,7.32,65,24,0,0,F,5.032,0,3395,2307,4242,0,na,0
Natural,FoxRidge,139,3710,Control,39.393248,-88.163216,4,2,C,7,6,187,49.12,9.21,71,207,270,231,7.92,54,24,0,0,F,5.837,0,1261,1364,2332,0,na,0
Natural,WeldonSprings,83,3711,Water,38.65643696,-90.73639403,8,1,G,7,6,187,30.18,12.2,58,207,270,228,10.15,91,23,0,0,F,20.562,2,1957,1617,2947,0,na,1
Agricultural,Weston,161,3712,Water,41.37218297,-83.79889,1,2,W,7,9,190,16.48,7.36,13,207,270,NA,NA,NA,NA,0,0,NA,,*,41,108,98,1,na,
Agricultural,Hernan,167,3713,Soy,38.63920603,-91.51230698,9,2,E,7,6,187,18.6,15.76,81,207,270,228,8.2,81,29,0,0,F,21.994,1,1107,1280,2195,0,na,0
Natural,FoxRidge,109,3714,Soy,39.393248,-88.163216,4,2,A,7,7,188,35.89,9.63,40,207,270,240,8.08,69.2,25,0,0,F,6.647,0,2520,1680,3280,0,na,0
Natural,Pontoon,79,3715,Soy,38.699066,-90.068054,6,1,F,7,6,187,40.5,8.88,8,207,270,NA,NA,NA,NA,0,0,NA,0.095,*,1283,999,1764,0,na,0
Natural,Pekin,150,3716,Control,40.57469501,-89.65567603,12,2,D,7,6,187,35.59,10.42,64,207,270,231,8.83,48,23,0,0,M,,0,1921,1644,3109,0,na,0
Agricultural,AgLaughrey,6,3717,Water,39.01893298,-84.92674196,3,1,A,7,8,189,17.23,6.81,12,205,270,240,7.93,45.2,23,0,0,M,5.86,1,991,861,1404,0,na,2
Natural,Pontoon,79,3718,Control,38.699066,-90.068054,6,1,F,7,6,187,30.36,9.7,27,205,270,238,8.33,75,28,0,0,F,11.44,2,1014,1037,1967,0,na,1
Agricultural,WSCSoy2,118,3719,Soy,38.6589929,-90.7440433,8,2,B,7,9,190,44.87,11.08,21,205,270,252,8.7,60,18,0,0,F,4.89,2,2204,1874,3283,0,na,1
Agricultural,Prairie,98,3720,Control,41.35604002,-86.73699299,15,1,G,7,5,186,36.18,8.75,29,205,270,233,6.19,47,17,0,0,M,1.86,1,1363,1294,2088,0,na,1
Natural,Pontiac,25,3721,Soy,40.87326997,-88.62446599,13,1,B,7,6,187,23.46,28.65,56,207,270,231,7.26,73,25,0,0,F,13.705,*,1041,1161,2252,0,na,0
Natural,Maume,135,3722,Soy,41.55656599,-83.66247503,1,2,C,7,6,187,31.83,32.82,44,207,270,226,5.52,69.3,24,0,0,M,6.397,2,1404,866,1795,0,na,0
Agricultural,Granite,46,3723,Control,38.670222,-90.065665,6,1,D,7,6,187,13.9,11.22,48,207,270,247,8.1,46.7,17,0,1,M,,0,2561,2010,3666,0,na,
Agricultural,Mulberry,44,3724,Control,38.755485,-89.272475,5,1,D,7,8,189,25.07,13.02,42,207,270,231,12,86,26,0,0,M,10.622,*,901,910,1434,0,na,1
Agricultural,WSCSoy2,84,3725,Water,38.6589929,-90.7440433,8,1,G,7,,FALSE,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,57,152,144,1,na,
Agricultural,Allentown,92,3726,Water,40.55406597,-89.48221204,12,1,G,7,6,187,20.04,15.04,32,207,270,240,9.7,71.7,29,0,0,F,12.641,2,377,313,475,0,na,1
Natural,Maume,35,3727,Water,41.55656599,-83.66247503,1,1,C,7,6,187,20.51,13.14,94,207,270,217,7.01,52,20,0,0,M,,0,2223,1804,3248,0,na,0
Agricultural,Allentown,124,3728,Soy,40.55406597,-89.48221204,12,2,B,7,,FALSE,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,51,136,127,1,na,
Natural,Knox,29,3729,Water,41.31732501,-86.746256,15,1,C,7,8,189,9.25,7.31,24,205,270,228,9.87,54,22,0,0,F,7.812,1,1969,1438,2557,0,na,1
Natural,Maume,1,3730,Soy,41.55656599,-83.66247503,1,1,W,7,7,188,19.69,9.87,27,205,270,219,6.31,42.8,14,0,0,M,2.854,0,758,830,1003,0,na,0
Natural,Blanchard,137,3731,Water,41.03727398,-83.81345096,2,2,C,7,6,187,18.04,9.81,62,205,270,217,9.35,51,16,0,0,M,7.978,0,816,711,1637,0,na,1
Agricultural,Baldwin,102,3732,Control,38.782048,-95.171401,17,2,A,7,6,187,34.35,6.99,52,205,270,240,9.02,68.8,21,0,1,F,,0,1741,1347,2236,0,na,1
Natural,Keysport,164,3733,Control,38.732444,-89.277403,5,2,E,7,6,187,22.55,21.33,58,207,270,231,7.66,72,27,0,0,M,4.274,*,1656,1593,2642,0,na,1
Agricultural,Allentown,58,3734,Control,40.55406597,-89.48221204,12,1,D,7,7,188,29.67,31.97,56,207,270,247,9.04,62.5,19,0,1,M,3.079,*,1495,1150,2044,0,na,
Natural,Kakanee,169,3735,Control,41.15132703,-87.89857297,14,2,E,7,8,189,10.55,9.32,60,207,270,228,10.18,78,28,0,0,F,20.699,0,880,781,1262,0,na,1
Natural,Browning,55,3736,Control,40.12487104,-90.36914203,11,1,D,7,6,187,14.5,9.71,93,207,270,228,9.96,82,27,0,0,F,22.919,*,1603,1393,2461,0,na,2
Natural,Aurora,39,3737,Soy,39.05562996,-84.89810603,3,1,C,7,6,187,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,55,148,138,1,na,
Natural,Keysport,191,3738,Control,38.732444,-89.277403,5,2,G,7,10,191,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,47,125,113,1,na,
Agricultural,Mccombe,38,3739,Control,41.06360497,-83.78943597,2,1,C,7,6,187,34.31,7.59,12,207,270,235,9.82,84.6,24,0,0,F,11.87,0,1612,1359,2413,0,na,0
Agricultural,Allentown,92,3740,Soy,40.55406597,-89.48221204,12,1,G,7,6,187,31.22,9.33,31,207,270,235,9.41,62.4,27,0,0,M,5.8,1,1928,1595,2858,0,na,0
Agricultural,Allentown,58,3741,Soy,40.55406597,-89.48221204,12,1,D,7,6,187,8.3,6.29,2,205,270,261,1.2,55,10,0,0,F,0.033,*,1132,950,1589,0,na,0
Natural,Blanchard,37,3742,Water,41.03727398,-83.81345096,2,1,C,7,9,190,19.81,4.72,8,205,270,228,8.87,58,21,0,0,M,3.745,0,1142,1024,1625,0,na,1
Agricultural,Nunemaker,194,3743,Control,38.988681,-95.215847,16,2,G,7,10,191,27.9,5.98,9,205,270,NA,NA,NA,NA,0,0,NA,0.163,*,1514,1369,2340,0,na,0
Natural,Pontiac,25,3744,Water,40.87326997,-88.62446599,13,1,C,7,5,186,24.17,10.17,70,205,270,217,7.25,51,25,0,0,M,5.306,0,746,1031,1364,0,na,0
Agricultural,Granite,114,3745,Soy,38.670222,-90.065665,6,2,B,7,6,187,27.75,26.51,20,207,270,231,7.88,58,26,0,0,M,4.552,0,700,748,1232,0,na,0
Agricultural,Weston,104,3746,Water,41.37218297,-83.79889,1,2,A,7,9,190,35.49,29.86,23,207,270,231,5.45,71,18,0,0,M,1.306,1,976,803,1882,0,na,0
Agricultural,AgLaughrey,40,3747,Water,39.01893298,-84.92674196,3,1,W,7,7,188,23.11,10.3,28,207,270,231,10.5,75,23,0,0,F,19.698,0,1182,1031,1690,0,na,2
Natural,Pontiac,125,3748,Water,40.87326997,-88.62446599,13,2,C,7,,FALSE,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,55,144,134,1,na,
Agricultural,HWY66,94,3749,Control,40.82949003,-88.66930699,13,1,G,7,10,191,24.81,10.54,7,207,270,256,3.17,22.1,12,0,0,F,0.215,0,1609,1082,1779,0,na,0
Natural,Blanchard,3,3750,Control,41.03727398,-83.81345096,2,1,A,7,9,190,11.86,14.84,20,207,270,228,10.31,75,18,0,0,M,5.729,1,1481,1349,2208,0,na,3
Agricultural,Greenup,140,3751,Control,39.305104,-88.139778,4,2,W,7,6,187,35.58,11.65,94,207,270,226,3.74,72.8,28,0,0,M,9.055,0,709,667,1080,0,na,0
Agricultural,WSCSoy2,50,3752,Soy,38.6589929,-90.7440433,8,1,D,7,7,188,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,63,160,151,1,na,
Agricultural,Bradley,96,3753,Soy,41.16467102,-87.81988903,14,1,G,7,,FALSE,18.14,8.77,23,205,270,228,7.61,64,28,0,0,F,,0,856,831,1398,0,na,
Natural,Kansas,99,3754,Soy,39.001464,-95.239938,16,1,G,7,6,187,35.01,8.34,25,205,270,261,7.04,44,18,0,0,F,2.748,0,1459,1304,2241,0,na,0
Agricultural,Granite,144,3755,Control,38.670222,-90.065665,6,2,D,7,7,188,20.79,5.92,10,205,270,NA,NA,NA,NA,0,0,NA,0.213,*,1090,1421,1512,0,na,0
Agricultural,HWY66,126,3756,Control,40.82949003,-88.66930699,13,2,B,7,6,187,22.5,,61,205,270,235,8.29,59.8,24,0,0,M,8.697,0,1325,1217,1985,0,na,0
Natural,Kakanee,61,3757,Soy,41.15132703,-87.89857297,14,1,W,7,11,192,20.47,6.54,10,207,270,228,2.39,14.6,11,0,0,M,0.089,0,1907,1452,2647,0,na,0
Agricultural,Mccombe,4,3758,Control,41.06360497,-83.78943597,2,1,A,7,10,191,24.84,8.21,11,207,270,261,9.14,6,15,0,0,F,7.795,2,1048,875,1396,0,na,1
Agricultural,AgLaughrey,108,3759,Water,39.01893298,-84.92674196,3,2,A,7,6,187,30.09,9.66,15,207,270,261,4.16,20,16,0,0,NA,0.261,*,56,139,132,1,na,0
Agricultural,Bradley,62,3760,Soy,41.16467102,-87.81988903,14,1,E,7,6,187,10.9,14.01,26,207,270,219,4.9,69,35,0,0,F,2.584,0,1937,1520,2862,0,na,0
Natural,Kakanee,127,3761,Water,41.15132703,-87.89857297,14,2,C,7,10,191,19.49,13.68,22,207,270,228,11.69,70,21,0,0,M,11.13,2,1111,1090,1683,0,na,1
Natural,Keysport,9,3762,Water,38.732444,-89.277403,5,1,A,7,,FALSE,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,56,150,139,1,na,
Agricultural,Nunemaker,32,3763,Soy,38.988681,-95.215847,16,1,C,7,6,187,30.6,7.83,19,207,270,NA,NA,NA,NA,0,0,NA,,*,57,148,137,1,na,
Natural,Kansas,99,3764,Control,39.001464,-95.239938,16,1,G,7,5,186,25.16,12.3,39,207,270,247,7.52,62.4,22,0,0,M,,0,515,597,944,0,na,0
Natural,Browning,21,3765,Soy,40.12487104,-90.36914203,11,1,W,7,6,187,,,,205,270,NA,NA,NA,NA,0,0,NA,,*,45,111,101,1,na,
Natural,FoxRidge,199,3766,Control,39.393248,-88.163216,4,2,G,7,6,187,34.55,12.01,59,205,270,214,8.76,53.4,22,0,0,M,5.753,0,1098,1039,1682,0,na,0
Natural,Kakanee,127,3767,Control,41.15132703,-87.89857297,14,2,B,7,,FALSE,20.35,6.5,3,205,270,NA,NA,NA,NA,0,0,NA,6.125,*,38,100,88,1,na,0
Natural,Kansas,65,3768,Water,39.001464,-95.239938,16,1,E,7,9,190,26.31,7.6,10,205,270,261,3.52,25,20,0,0,NA,3.359,0,1512,1298,2165,0,na,0
Agricultural,Prairie,98,3769,Soy,41.35604002,-86.73699299,15,1,G,7,6,187,24.6,9.9,68,207,270,231,5.68,72,29,0,0,F,6.244,0,1569,1468,2351,0,na,1
Agricultural,Baldwin,34,3770,Soy,38.782048,-95.171401,17,1,C,7,9,190,28.05,12.41,19,207,270,247,9.01,92,28,0,0,F,14.373,1,1309,1056,1860,0,na,0
Agricultural,Baldwin,174,3771,Control,38.782048,-95.171401,17,2,F,7,6,187,36.27,11.55,61,207,270,226,7.69,72.1,29,0,0,M,10.635,0,1314,1089,1935,0,na,1
Natural,Blanchard,105,3772,Soy,41.03727398,-83.81345096,2,2,A,7,9,190,35.2,8.93,24,207,270,221,4.7,47,14,0,0,M,1.855,1,525,656,926,0,na,2
Agricultural,Granite,12,3773,Water,38.670222,-90.065665,6,1,A,7,,FALSE,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,47,123,112,1,na,0
Natural,FoxRidge,75,3774,Water,39.393248,-88.163216,4,1,E,7,7,188,20.8,12.04,72,207,270,231,7.99,75,27,0,0,F,9.068,0,1439,1301,2167,0,na,0
Natural,Kakanee,181,3775,Water,41.15132703,-87.89857297,14,2,W,7,6,187,23.32,9.25,47,207,270,233,12.41,58,27,0,0,F,9.046,1,1160,1170,1878,0,na,0
Agricultural,Mccombe,4,3776,Water,41.06360497,-83.78943597,2,1,A,7,10,191,29.81,8.45,18,207,270,228,6.22,50,17,0,0,F,4.63,0,470,507,751,0,na,0
Natural,Lawrence,133,3777,Soy,38.927036,-95.241462,17,2,C,7,7,188,39.02,8.77,28,205,270,231,7.68,47,18,0,0,F,7.031,0,39,98,88,1,na,0
Natural,Maume,187,3778,Control,41.55656599,-83.66247503,1,2,F,7,7,188,20.33,7.51,35,205,270,228,12.65,69,24,0,0,M,20.428,*,1248,876,1622,0,na,2
Natural,Pekin,150,3779,Soy,40.57469501,-89.65567603,12,2,D,7,6,187,42.23,9.96,29,205,270,247,7.17,58.6,29,0,0,NA,,2,970,938,1455,0,na,
Natural,Lawrence,158,3780,Control,38.927036,-95.241462,17,2,D,7,10,191,21.35,8.06,15,205,270,240,9.83,85.9,24,0,0,F,12.785,0,1594,1307,2368,0,na,0
Agricultural,Mulberry,112,3781,Soy,38.755485,-89.272475,5,2,B,7,7,188,41.3,8.59,39,207,270,231,8.34,73,23,0,0,F,13.298,2,2196,1907,3317,0,0,2
Agricultural,Nunemaker,66,3782,Control,38.988681,-95.215847,16,1,E,7,,FALSE,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,30,73,63,1,na,
Natural,Kansas,193,3783,Soy,39.001464,-95.239938,16,2,G,7,7,188,32.04,14.2,61,207,270,224,8.73,71,18,0,0,F,11.98,0,1231,1203,1971,0,0,0
Natural,Knox,154,3784,Soy,41.31732501,-86.746256,15,2,D,7,,FALSE,34.73,10.64,11,207,270,235,5.32,59.2,19,0,0,F,2.15,0,999,903,1432,0,0,0
Agricultural,Hickory,90,3785,Water,40.17519498,-90.26269396,11,1,G,7,6,187,18.61,7.58,45,205,270,261,5.52,55.5,32,0,0,NA,,*,32,73,60,1,na,0
Natural,FoxRidge,75,3786,Control,39.393248,-88.163216,4,1,F,7,6,187,28.07,8.39,39,205,270,228,10.15,72,25,0,0,F,,0,1211,1131,2017,0,na,0
Agricultural,Hickory,22,3787,Soy,40.17519498,-90.26269396,11,1,B,7,,FALSE,,,,205,270,NA,NA,NA,NA,0,0,NA,,*,32,75,62,1,0,
Natural,WeldonSprings,15,3788,Water,38.65643696,-90.73639403,8,1,A,7,9,190,17.93,7.86,37,205,270,228,10.67,58,29,0,0,M,11.138,0,802,751,1168,0,na,0
Natural,Keysport,141,3789,Soy,38.732444,-89.277403,5,2,W,7,,FALSE,9.33,6.47,3,205,270,261,1.54,11.5,12,0,0,M,0.023,*,1208,1162,1828,0,0,0
Agricultural,Chesterfield,146,3790,Control,38.66890403,-90.63545798,7,2,D,7,7,188,26.65,7.21,18,205,270,228,10.25,72,19,0,0,M,6.609,1,1510,1212,1995,0,na,1
Natural,Browning,121,3791,Soy,40.12487104,-90.36914203,11,2,W,7,8,189,21.81,6.27,28,205,270,233,8.42,63,17,0,0,M,6.949,0,749,836,1318,0,0,0
Natural,Gascondale,51,3792,Water,38.66783702,-91.55559699,9,1,D,7,,FALSE,,,,205,270,NA,NA,NA,NA,0,0,NA,,*,28,69,57,1,na,
Agricultural,Mulberry,142,3793,Soy,38.755485,-89.272475,5,2,D,7,6,187,35.46,9.34,38,207,270,240,6.08,49.5,19,0,0,M,1.359,0,1231,1127,2066,0,0,0
Natural,Knox,97,3794,Control,41.31732501,-86.746256,15,1,G,7,9,190,6.9,8.53,28,207,270,240,7.66,67.2,24,0,0,NA,,*,25,65,55,1,na,
Natural,Browning,55,3795,Soy,40.12487104,-90.36914203,11,1,D,7,6,187,29.66,8.12,52,207,270,228,6.45,62,21,0,0,F,,3,1931,1557,2989,0,0,3
Agricultural,Weston,104,3796,Soy,41.37218297,-83.79889,1,2,A,7,7,188,29.5,12.33,43,207,270,226,7.86,60.4,24,0,0,F,12.676,1,1458,1490,2309,0,0,2
Natural,Kakanee,27,3797,Water,41.15132703,-87.89857297,14,1,C,7,,FALSE,15.29,6.48,5,205,270,261,1.77,10.5,12,0,0,NA,,*,27,64,55,1,na,
Agricultural,Greenup,42,3798,Water,39.305104,-88.139778,4,1,D,7,8,189,22.85,8.49,22,205,270,228,9.18,55,20,0,0,M,,1,1634,1522,2697,0,na,1
Natural,Gascondale,119,3799,Water,38.66783702,-91.55559699,9,2,A,7,7,188,27.15,11.71,41,205,270,228,7.92,62,16,0,0,F,,0,1936,1784,3115,0,na,0
Agricultural,Hernan,18,3800,Water,38.63920603,-91.51230698,9,1,A,7,5,186,43.21,10.43,63,205,270,240,10.77,64.4,31,0,0,M,,2,1432,1345,2356,0,na,2
Natural,FoxRidge,162,3801,Water,39.393248,-88.163216,4,2,E,7,6,187,32.03,9,31,205,270,233,9.2,55,22,0,0,F,17.459,1,836,942,1549,0,na,0
Natural,Maume,35,3802,Control,41.55656599,-83.66247503,1,1,C,7,6,187,29.99,9.69,41,205,270,219,10.38,61.3,19,0,1,F,10.627,2,2268,1792,2962,0,na,1
Agricultural,Prairie,30,3803,Water,41.35604002,-86.73699299,15,1,C,7,6,187,28.17,7.53,38,205,270,NA,NA,NA,NA,0,1,M,4.956,0,1697,1640,2782,0,na,
Natural,Aurora,73,3804,Soy,39.05562996,-84.89810603,3,1,F,7,6,187,,,,205,270,NA,NA,NA,NA,0,0,NA,,*,26,66,56,1,0,
Agricultural,Mccombe,138,3805,Water,41.06360497,-83.78943597,2,2,C,7,,FALSE,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,26,66,60,1,na,
Agricultural,Weston,2,3806,Soy,41.37218297,-83.79889,1,1,A,7,6,187,30.55,8.36,17,207,270,226,8.61,62.8,22,0,0,F,9.236,1,1536,1323,2476,0,0,0
Agricultural,Mulberry,44,3807,Soy,38.755485,-89.272475,5,1,D,7,,FALSE,,,,207,270,NA,NA,NA,NA,0,0,NA,,*,42,114,102,1,1,0
Natural,Kakanee,95,3808,Water,41.15132703,-87.89857297,14,1,G,7,10,191,18.69,7.42,32,207,270,233,11.82,67,24,0,0,F,20.06,2,1916,1302,2411,0,na,2
Natural,Gascondale,147,3809,Control,38.66783702,-91.55559699,9,2,D,7,8,189,39.83,11.62,30,205,270,247,7.96,55.5,16,0,1,M,,0,1547,1378,2450,0,na,0
Agricultural,Baldwin,34,3810,Water,38.782048,-95.171401,17,1,C,7,,FALSE,18.84,9.37,4,205,270,NA,NA,NA,NA,0,0,NA,,*,3049,1819,3773,0,na,0
Natural,Browning,89,3811,Control,40.12487104,-90.36914203,11,1,F,7,7,188,15.57,7.02,22,205,270,231,14.31,56,15,0,0,F,,1,769,745,1171,0,na,0
Natural,Keysport,197,3812,Water,38.732444,-89.277403,5,2,G,7,6,187,21.67,9.33,46,205,270,224,8.75,65,23,0,0,M,,0,2350,1997,3627,0,na,0
Agricultural,Bradley,128,3813,Control,41.16467102,-87.81988903,14,2,B,7,6,187,26.8,8.54,62,205,270,231,8.85,57,27,0,0,NA,3.209,*,48,129,118,1,na,
Natural,Kakanee,181,3814,Control,41.15132703,-87.89857297,14,2,W,7,8,189,18.33,8.66,37,205,270,233,10.03,70,30,0,0,F,14.777,2,1052,977,1573,0,na,1
Agricultural,Baldwin,186,3815,Control,38.782048,-95.171401,17,2,F,7,10,191,28.24,10.98,14,205,270,247,6.56,80.5,29,0,0,F,5.307,1,1200,1086,1884,0,na,1
Agricultural,Hickory,122,3816,Soy,40.17519498,-90.26269396,11,2,B,7,6,187,30.6,9.5,13,205,270,261,4.53,43.5,18,0,0,F,0.117,1,820,988,1404,0,0,0
Natural,Pontoon,45,3817,Control,38.699066,-90.068054,6,1,D,7,10,191,39.35,10.93,18,207,270,233,12.2,76,22,0,0,M,17.85,1,1947,1454,2875,0,na,1
Natural,Keysport,43,3818,Control,38.732444,-89.277403,5,1,D,7,6,187,39.89,11.32,49,207,270,228,8.42,71,25,0,0,F,12.21,2,2555,1939,3541,0,na,2
Agricultural,AgLaughrey,108,3819,Soy,39.01893298,-84.92674196,3,2,A,7,6,187,30.24,11.85,12,207,270,252,8.17,63,14,0,0,F,,0,2281,1587,3183,0,1,0
Natural,Kakanee,127,3820,Soy,41.15132703,-87.89857297,14,2,B,7,8,189,33.75,8.98,16,207,270,228,4.25,52,14,0,0,F,3.93,1,1437,1307,2136,0,0,1
Agricultural,Greenup,178,3821,Control,39.305104,-88.139778,4,2,F,7,6,187,44.78,10.81,37,205,270,228,7.76,56,19,0,0,M,4.008,0,2028,1731,3093,0,na,0
Agricultural,Granite,144,3822,Water,38.670222,-90.065665,6,2,D,7,10,191,17.1,7.42,9,205,270,261,3.07,19,19,0,0,NA,0.263,*,2691,2456,4394,0,na,0
Agricultural,Hernan,52,3823,Soy,38.63920603,-91.51230698,9,1,D,7,6,187,33.69,10.75,19,205,270,231,6,61,17,0,0,M,,1,1487,1453,2626,0,0,1
Agricultural,Weston,136,3824,Water,41.37218297,-83.79889,1,2,C,7,8,189,10.52,6.42,25,205,270,231,14.14,69,20,0,0,F,,0,1867,1621,2994,0,na,1
Agricultural,Greenup,163,3825,Control,39.305104,-88.139778,4,2,E,7,6,187,34.82,8.15,26,205,270,240,10.41,42.2,21,0,0,M,5.223,0,1245,1149,1881,0,na,
Agricultural,Greenup,196,3826,Soy,39.305104,-88.139778,4,2,G,7,11,192,22.3,7.45,5,205,270,261,3.67,70.5,NA,0,0,M,0.871,2,2763,1733,3340,0,0,1
Agricultural,Baldwin,174,3827,Water,38.782048,-95.171401,17,2,E,7,6,187,37.49,10.66,43,205,270,228,7.6,86,NA,0,0,M,4.569,1,1271,1161,1962,0,na,0
Agricultural,Granite,114,3828,Control,38.670222,-90.065665,6,2,B,7,6,187,41.95,8.34,28,205,270,231,8.93,80.1,17,0,0,M,8.45,0,853,741,1283,0,na,0
Agricultural,Jackson,54,3829,Soy,39.463458,-91.98047097,10,1,D,7,8,189,31.48,10.54,13,207,270,NA,NA,NA,NA,0,0,NA,,*,27,65,57,1,0,
Natural,Knox,63,3830,Soy,41.31732501,-86.746256,15,1,E,7,6,187,30.52,10.38,30,207,270,231,4.04,64,21,0,0,NA,,*,47,118,112,1,0,
